rotten_tomatoes_link,review_content,movie_title,movie_info,id
m/24_exposures,"24 Exposures filters its lurid subject matter through the low-key, DIY aesthetic which Swanberg and his collaborators have cultivated over the past decade.",24 Exposures,A fetish photographer and a homicide detective develop an unlikely friendship as they probe the murder of a model.,54935
m/1078022-buddy,,Buddy,"Thanks to the indulgence of her patient husband, Dr. Bill Lintz (Robbie Coltrane), wealthy eccentric Trudy (Rene Russo) has already accumulated a large collection of wild animals by 1931 when she is introduced to Buddy, a sickly young gorilla. Trudy raises Buddy as her own child, dressing him in human clothes, and the ape responds with absolute obedience. But as Buddy grows older and larger, Trudy is unable to restrain him from turning increasingly violent.",22490
m/1076620-anna_karenina,"Doesn't build strong relationships between the characters, relying instead on overheated words and performances to generate false intensity.",Anna Karenina,"Tolstoy's tragic Anna (Sophie Marceau) leaves her old, cold husband for dashing Count Vronsky (Sean Bean) in 19th-century Russia.",10844
m/1013884-mighty_joe_young,,Mighty Joe Young,"Jill Young (Terry Moore) has raised Joe, her gentle pet gorilla, since he was a baby. When a Hollywood, Calif., nightclub owner (Robert Armstrong) travels to Africa and notices the amazing animal, he pursuades Jill to send Joe to Hollywood. But Joe grows restless performing for crowds and finally breaks free from captivity, wreaking havoc on the city. To save Joe from the authorities, who want him dead, Jill must create an elaborate plan to send him back to Africa.",56886
m/1010979-jazz_singer,,The Jazz Singer,"Jess Robin (Neil Diamond) dreams of a career in popular music, but his father, Cantor Rabinovitch (Laurence Olivier), forbids it, insisting Jess live as a traditional Jew and inherit his position at the synagogue. With the help of friend and professional musician Bubba (Franklin Ajaye), Jess gets a chance to go to Los Angeles and have famous singer Keith Lennox (Paul Nicholas) record one of his songs. Defying both his father and his wife, Jess leaves New York to pursue his dreams.",6823
m/1045706-calendar_girl,"The film revives the voyeuristic smarminess of early-'80s spring-break comedies, only now it's passed off as soulful nostalgia.",Calendar Girl,"In 1962, lifelong friends Roy Darpinian (Jason Priestley), Ned Bleuer (Gabriel Olds) and Scott Foreman (Jerry O'Connell) have just graduated from their small Nevada town's high school. With time running out before Roy must report for Army training, he is determined to meet his ideal woman, Marilyn Monroe (Stephanie Anderson). After he steals a car from his loan-shark employers, Arturo (Kurt Fuller) and Antonio (Stephen Tobolowsky), the trio hits the road for Los Angeles.",11394
m/24_exposures,"24 Exposures comes across like a clever idea that never got past the concept stage. It might have been fun for him to make, but it's definitely a chore to sit through.",24 Exposures,A fetish photographer and a homicide detective develop an unlikely friendship as they probe the murder of a model.,54934
m/1013772-meteor,entertainingly ludicrous,Meteor,"In this disaster movie, Americans and Soviets must put aside their differences to save civilization from a huge meteor bearing down on the planet. Paul Bradley (Sean Connery) enlists the expertise of fellow scientist Alexei Dubov (Brian Keith), who is joined by his beautiful assistant, Tatiana Donskaya (Natalie Wood). Although Paul and Tatiana are attracted to each other, they wisely focus on taking out the meteor, which may still cause massive destruction even if it is partially damaged.",3647
m/1121720-devdas,"Aishwarya Rai's natural beauty anchors the film's three best musical numbers, which balance out the slower and heavier melodramatic parts. All in all, a classy production.",Devdas,"Devdas (Shahrukh Khan) makes his way back home to India after spending 10 years studying in London. He plans to marry Paro (Aishwarya Rai), his childhood best friend, but his parents (Vijay Crishna, Smita Jaykar) do not want Devdas to marry her. They believe that Paro's family, who descend from a line of dancers, is of a lower class than their own. Eventually, Paro marries another man, and the despondent Devdas descends into life-threatening alcoholism.",20890
m/1078030-hoodlum,,Hoodlum,"Having just been released from jail, Bumpy Johnson (Laurence Fishburne) returns to his criminal ways as a linchpin in the African-American-run numbers racket. However, Bumpy's longtime friend Illinois Gordon (Chi McBride) and girlfriend Francine Hughes (Vanessa Williams) are both eager to get him back on the straight and narrow. But a brewing rivalry with Mafia boss Lucky Luciano (Andy Garcia) and his henchman Dutch Schultz (Tim Roth) threatens to raise the stakes to dangerous new levels.",17331
m/1032795-connection,"Exhausting and occasionally juvenile, The Connection is, nevertheless, an experience.",The Connection,"In a cramped and dirty apartment, eight junkies variously goof off, chat and play jazz music while waiting for their heroin connection to show up. They've also struck a deal with documentary filmmaker Jim Dunn (William Redfield) : They'll let him film them provided he pays for their drugs. When the dealer, Cowboy (Carl Lee), arrives, he's suspicious of the filmmaker and his camera, enough so that Dunn considers trying heroin himself to prove he's no narc and to better understand his subjects.",29689
m/24_exposures,"Like its influences, works better as a familiar turn-on than a riveting cop drama that happens to be steamy.",24 Exposures,A fetish photographer and a homicide detective develop an unlikely friendship as they probe the murder of a model.,54933
m/albino_alligator,"Christian Forte's script starts a little shakily, but it finds its feet once it has stopped trying to be Dog Day Afternoon, heading squarely into David Mamet territory.",Albino Alligator,"When a robbery in New Orleans ends in disaster, the mercurial burglar Dova (Matt Dillon) escapes with his cohorts to a seedy, nearby bar. Capturing all those inside, the criminals trade barbs with the establishment's feisty bartender Janet Boudreaux (Faye Dunaway). The pub becomes highly volatile, however, when the police encircle it; as it turns out, they were already there surveilling another of the bar's patrons, a suspected illicit arms trafficker named Guy Foucard (Viggo Mortensen).",28516
m/1037780-man_in_the_moon,,The Man in the Moon,"Maureen Trant (Emily Warfield) and her younger sibling Dani (Reese Witherspoon) share a strong connection, but local boy Court Foster (Jason London) threatens to throw their bond off balance. Dani and Court meet first and have a flirtatious rapport -- but when he meets Maureen, he falls hard and they begin a passionate affair. The new couple try to keep their love hidden from Dani, but she soon learns the truth, disavowing her sister. But a heartbreaking accident later reunites the girls.",55915
m/1067234-boomerang,,Boomerang!,"Connecticut prosecutor Henry Harvey (Dana Andrews), faced with a political maelstrom in the wake of the shooting death of a Catholic priest on a city street corner, feels tremendous pressure to prosecute a vagrant ex-soldier whom Police Chief Robinson (Lee J. Cobb) apprehended in connection with the crime. After the vagrant confesses, it looks to be an open and shut case, but Harvey remains unconvinced and chooses to risk his career in order to discover the truth.",6214
m/1013772-meteor,,Meteor,"In this disaster movie, Americans and Soviets must put aside their differences to save civilization from a huge meteor bearing down on the planet. Paul Bradley (Sean Connery) enlists the expertise of fellow scientist Alexei Dubov (Brian Keith), who is joined by his beautiful assistant, Tatiana Donskaya (Natalie Wood). Although Paul and Tatiana are attracted to each other, they wisely focus on taking out the meteor, which may still cause massive destruction even if it is partially damaged.",3643
m/1189416-shelter,"It feels like it's written by a film school freshman that's trying to be innovative, but everything feels forced and flat.",Shelter,A surfer (Trevor Wright) finds comfort from his problems in the arms of his best friend's older brother (Brad Rowe).,90382
m/1004463-college,Minor Keaton but major almost any other comedian.,College,"Brilliant in his studies and dismissive of athletics, Ronald (Buster Keaton) finishes high school at the top of his class. But in college his uptight attitude doesn't win him any points with his sports-loving classmates, and pretty coed Mary (Anne Cornwall) ignores him in favor of brutish jock Jeff (Harold Goodwin). Hoping to impress Mary, Ronald makes a buffoon of himself at every sport imaginable, usually at Jeff's hand. But Ronald gets a final shot at glory in a big rowing race.",18965
m/a_score_to_settle,A Score to Settle ends with lots of bullets but with very little bang.,A Score to Settle,"Diagnosed with a fatal condition, a mob enforcer leaves prison after 19 years and plots a bloody course of revenge against his old gang.",7583
m/1076620-anna_karenina,"Marceau and Bean have no chemistry, which is essential to a film like this.",Anna Karenina,"Tolstoy's tragic Anna (Sophie Marceau) leaves her old, cold husband for dashing Count Vronsky (Sean Bean) in 19th-century Russia.",10845
m/10009176-black_water,"Lean and mean, this basically does for crocodiles what Open Water did for sharks, Snap it up.",Black Water,"In the swamps of Northern Australia, a killer crocodile stalks a pregnant woman, her boyfriend and her sister.",57673
m/amityville_the_awakening,The director and screenwriter could not be concerned to narratively justify the very obvious incidents. [Full Review in Spanish],Amityville: The Awakening,"When some footage dating back to 1976 is discovered, the case of the haunted house in Amityville is reopened. An ambitious woman who is working as a television news intern seizes the opportunity to advance her career and is soon leading a team of journalists, clergymen, and paranormal researchers into the house, but she may have unwittingly opened a door to the unreal that she will never be able to close.",83120
m/1032750-hidden_agenda,,Hidden Agenda,"""In Ireland, American lawyer Ingrid Jessner (Frances McDormand) and her activist partner, Paul Sullivan (Brad Dourif), struggle to uncover atrocities committed by the British government against the Northern Irish during the """"Troubles."""" But when Sullivan is assassinated in the streets",67406
m/1213735-death_in_love,"A raw and uncompromising drama with considerably limited appeal ... leaves a lasting impression, though it's rarely easy to watch.",Death in Love,Two sons struggle to deal with their mother's affair with the Nazi doctor who experimented on them.,72159
m/1032795-connection,It's experimental theater meets cinéma verité with a self-aware sensibility: a drama in documentary form.,The Connection,"In a cramped and dirty apartment, eight junkies variously goof off, chat and play jazz music while waiting for their heroin connection to show up. They've also struck a deal with documentary filmmaker Jim Dunn (William Redfield) : They'll let him film them provided he pays for their drugs. When the dealer, Cowboy (Carl Lee), arrives, he's suspicious of the filmmaker and his camera, enough so that Dunn considers trying heroin himself to prove he's no narc and to better understand his subjects.",29694
m/1189416-shelter,,Shelter,A surfer (Trevor Wright) finds comfort from his problems in the arms of his best friend's older brother (Brad Rowe).,90385
m/a_score_to_settle,"""Without Cage, there'd be almost no reason to see the by-the-numbers revenge thriller """"A Score to Settle."""" With him",A Score to Settle,"Diagnosed with a fatal condition, a mob enforcer leaves prison after 19 years and plots a bloody course of revenge against his old gang.",7575
m/1121720-devdas,"The story, adapted from a 1917 novel by Sarat Chandra Chattopadhye, seldom rises above melodrama. But the sets and costumes are intoxicating.",Devdas,"Devdas (Shahrukh Khan) makes his way back home to India after spending 10 years studying in London. He plans to marry Paro (Aishwarya Rai), his childhood best friend, but his parents (Vijay Crishna, Smita Jaykar) do not want Devdas to marry her. They believe that Paro's family, who descend from a line of dancers, is of a lower class than their own. Eventually, Paro marries another man, and the despondent Devdas descends into life-threatening alcoholism.",20894
m/11_minutes,A very confidently-made fractured narrative about various lives intersecting the same 11 minutes in Warsaw.,11 Minutes (11 Minut),The lives of urbanites intertwine in a world where anything can happen at any time.,19460
m/1001138-april_fools_day,"Even today, it holds up as a spooky, flirty entertainment, doing justice to the folly and mirth of its namesake holiday.",April Fool's Day,"When a group of college students decides to spend spring break at the secluded island estate of their wealthy classmate, Muffy St. John (Deborah Foreman), what starts out as a fun, hedonistic weekend turns into something more sinister. Muffy is very fond of practical jokes, and sets up numerous gags throughout her mansion. But, when friends begin going missing and turn up dead, they realize that they're trapped on the isolated isle with a mysterious and brutal killer.",64569
m/10012207-stolen,"Every bit the unpleasant slog one might expect, glum and murkily shot, wallowing in pedantic histrionics and badly lacking the breathing room it desperately needs.",Stolen,"A detective (Jon Hamm) becomes obsessed with solving a child's 50-year-old murder, uncovering striking similarities between the case and his son's disappearance.",65065
m/1019017-silver_streak,"It is a complete, total fabulous, funny, suspenseful, dazzling, wonderful, marvelous, sexy, fantastic trip on a train.",Silver Streak,"While on a cross-country train ride, overworked book editor George Caldwell (Gene Wilder) begins an unexpected romance with an enigmatic woman named Hilly Burns (Jill Clayburgh). His vacation is interrupted, however, when he witnesses a murder for which he is then accused. The true villains kidnap Hilly and eject Caldwell from the moving train. Desperate, Caldwell teams up with car thief Grover Muldoon (Richard Pryor), and together they must save Hilly while avoiding the police.",16249
m/1213735-death_in_love,"The failure of the movie is hardly attributable to Lucas, or co-stars Jacqueline Bisset and Lukas Haas. I'm afraid the blame rests squarely on the shoulders of writer-director Boaz Yakin.",Death in Love,Two sons struggle to deal with their mother's affair with the Nazi doctor who experimented on them.,72155
m/1213735-death_in_love,Boaz Yakin's dark drama is about the legacy of pain.,Death in Love,Two sons struggle to deal with their mother's affair with the Nazi doctor who experimented on them.,72150
m/1189416-shelter,"The first project of the here! gay television network's new movie initiative, Shelter regrettably plays closer to Lifetime fodder.",Shelter,A surfer (Trevor Wright) finds comfort from his problems in the arms of his best friend's older brother (Brad Rowe).,90368
m/24_redemption,Redemption didn't so much whet my appetite for the show's full-time return in January as it did remind me of the many problems I had with it the last time it was on the air.,24: Redemption,Jack Bauer (Kiefer Sutherland) tries to prevent an African warlord from recruiting children for his militia.,42813
m/10008856-badland,,Badland,Home from Iraq a soldier cannot cope with daily life.,5137
m/1189416-shelter,"What could have been a standard-issue coming-out, coming-of-age movie develops a remarkable intimacy.",Shelter,A surfer (Trevor Wright) finds comfort from his problems in the arms of his best friend's older brother (Brad Rowe).,90367
m/amityville_the_demon,"To pad things out characters argue over story-lines from previous Amityville movies, while for 3-D purposes, wasps, furniture and minor players are hurled in our direction at varying intervals.",Amityville: The Demon,"Investigative reporter John Baxter (Tony Roberts) buys a notorious house in the Long Island suburb of Amityville, N.Y., in an attempt to prove that stories about its being inhabited by demons are fraudulent. But soon his daughter, Susan (Lori Loughlin), and her friend Lisa (Meg Ryan) are experiencing inexplicable terrors, while his estranged wife, Nancy (Tess Harper), and supernatural expert Elliot West (Robert Joy) fear that the evil has begun to spread outside the house's walls.",88507
m/1032182-white_fang,"Though slow and overlong, the movie is at least scenic family fare.",White Fang,"This adaptation of Jack London's wilderness tale focuses on young Jack Conroy (Ethan Hawke), who has arrived in Alaska to search for a gold mine. When Jack encounters White Fang, a dog/wolf hybrid who has been cruelly treated by his owner, Beauty Smith (James Remar), he rescues the canine from the jaws of death during a fight with a fierce bulldog. Aided by his friend Alex Larson (Klaus Maria Brandauer), Jack nurses White Fang back to health, and the animal becomes a close companion to the men.",97247
m/albino_alligator,,Albino Alligator,"When a robbery in New Orleans ends in disaster, the mercurial burglar Dova (Matt Dillon) escapes with his cohorts to a seedy, nearby bar. Capturing all those inside, the criminals trade barbs with the establishment's feisty bartender Janet Boudreaux (Faye Dunaway). The pub becomes highly volatile, however, when the police encircle it; as it turns out, they were already there surveilling another of the bar's patrons, a suspected illicit arms trafficker named Guy Foucard (Viggo Mortensen).",28509
m/a_score_to_settle,"Nicolas Cage has practically cornered the market on these sorts of assembly-line revenge thrillers, including this predictably lackluster entry",A Score to Settle,"Diagnosed with a fatal condition, a mob enforcer leaves prison after 19 years and plots a bloody course of revenge against his old gang.",7588
m/1007990-funny_farm,,Funny Farm,"Former sportswriter Andy Farmer (Chevy Chase) and his secretly aspiring author wife, Elizabeth (Madolyn Smith), move to a small farm in Vermont so Andy can focus on writing a novel. They quickly realize that the locals are not as welcoming as they'd like and that the farm is more distracting than inspiring. Having trouble with his manuscript, and with his marriage on the rocks, Andy is forced to take hilariously drastic measures in an attempt to get his life back on track.",18984
m/1020897-tarzan_the_ape_man,,"Tarzan, the Ape Man","Innocent Jane (Bo Derek) seeks her flamboyant British father (Richard Harris) in Africa and meets Tarzan (Miles O'Keeffe), who shows her around.",20060
m/amityville_the_demon,"The cast is good, but the characters are idiots.",Amityville: The Demon,"Investigative reporter John Baxter (Tony Roberts) buys a notorious house in the Long Island suburb of Amityville, N.Y., in an attempt to prove that stories about its being inhabited by demons are fraudulent. But soon his daughter, Susan (Lori Loughlin), and her friend Lisa (Meg Ryan) are experiencing inexplicable terrors, while his estranged wife, Nancy (Tess Harper), and supernatural expert Elliot West (Robert Joy) fear that the evil has begun to spread outside the house's walls.",88501
m/a_score_to_settle,The dialogue is atrocious.,A Score to Settle,"Diagnosed with a fatal condition, a mob enforcer leaves prison after 19 years and plots a bloody course of revenge against his old gang.",7581
m/1032795-connection,It is a jolting look at the drug crowd.,The Connection,"In a cramped and dirty apartment, eight junkies variously goof off, chat and play jazz music while waiting for their heroin connection to show up. They've also struck a deal with documentary filmmaker Jim Dunn (William Redfield) : They'll let him film them provided he pays for their drugs. When the dealer, Cowboy (Carl Lee), arrives, he's suspicious of the filmmaker and his camera, enough so that Dunn considers trying heroin himself to prove he's no narc and to better understand his subjects.",29683
m/1032750-hidden_agenda,"Hidden Agenda could be accused of being dogmatic (Loach's films frequently slam the U.K. government), but the director keeps a sense of gritty authenticity throughout.",Hidden Agenda,"""In Ireland, American lawyer Ingrid Jessner (Frances McDormand) and her activist partner, Paul Sullivan (Brad Dourif), struggle to uncover atrocities committed by the British government against the Northern Irish during the """"Troubles."""" But when Sullivan is assassinated in the streets",67403
m/1007990-funny_farm,One of Chevy's best.,Funny Farm,"Former sportswriter Andy Farmer (Chevy Chase) and his secretly aspiring author wife, Elizabeth (Madolyn Smith), move to a small farm in Vermont so Andy can focus on writing a novel. They quickly realize that the locals are not as welcoming as they'd like and that the farm is more distracting than inspiring. Having trouble with his manuscript, and with his marriage on the rocks, Andy is forced to take hilariously drastic measures in an attempt to get his life back on track.",18980
m/10008126-straightheads,,Straightheads (Closure),"There is instant chemistry between Alice (Gillian Anderson), a businesswoman, and Adam (Danny Dyer), a younger working-class man who installs a security system in her London apartment. She takes him to a party in the country, and they end up making love. But the night turns horrific when they encounter three thugs who maim Adam and rape Alice. The incident turns them into fearful recluses until Alice spots the leader of their attackers (Anthony Calf) -- and the two victims plot a brutal revenge.",96294
m/a_night_in_old_mexico,"Formulaic and often hard to swallow, the picture offers little beyond the familiar pleasures of Duvall's old-coot mode.",A Night In Old Mexico,"After traveling to Mexico with his grandson (Jeremy Irvine), a rancher (Robert Duvall) finds stolen money from a drug deal.",11109
m/1013772-meteor,,Meteor,"In this disaster movie, Americans and Soviets must put aside their differences to save civilization from a huge meteor bearing down on the planet. Paul Bradley (Sean Connery) enlists the expertise of fellow scientist Alexei Dubov (Brian Keith), who is joined by his beautiful assistant, Tatiana Donskaya (Natalie Wood). Although Paul and Tatiana are attracted to each other, they wisely focus on taking out the meteor, which may still cause massive destruction even if it is partially damaged.",3639
m/1004463-college,"Buster on the playing field, failing gloriously at every sport but executing each one beautifully when he dashes to his girl's rescue, is a study in precision and grace.",College,"Brilliant in his studies and dismissive of athletics, Ronald (Buster Keaton) finishes high school at the top of his class. But in college his uptight attitude doesn't win him any points with his sports-loving classmates, and pretty coed Mary (Anne Cornwall) ignores him in favor of brutish jock Jeff (Harold Goodwin). Hoping to impress Mary, Ronald makes a buffoon of himself at every sport imaginable, usually at Jeff's hand. But Ronald gets a final shot at glory in a big rowing race.",18953
m/1037780-man_in_the_moon,"This cast is a knock-out. As the parents, veterans Sam Waterston, Tess Harper and Gail Strickland lead these novice teen actors in setting standards that these young performers will spend the rest of their careers trying to emulate.",The Man in the Moon,"Maureen Trant (Emily Warfield) and her younger sibling Dani (Reese Witherspoon) share a strong connection, but local boy Court Foster (Jason London) threatens to throw their bond off balance. Dani and Court meet first and have a flirtatious rapport -- but when he meets Maureen, he falls hard and they begin a passionate affair. The new couple try to keep their love hidden from Dani, but she soon learns the truth, disavowing her sister. But a heartbreaking accident later reunites the girls.",55899
m/11_minutes,"""For a movie that is all about accumulation, it adds up to very little, and for a story all about connectedness, """"11 minutes",11 Minutes (11 Minut),The lives of urbanites intertwine in a world where anything can happen at any time.,19447
m/10007886-the_tigers_tail,"Not quite a car crash of a movie, Boorman's uneven black comedy is more like a fender-bender. It falls into the twilight zone between so bad it's good and so bad it's bad.",The Tiger's Tail,"Liam O'Leary (Brendan Gleeson) is a prosperous real estate tycoon who lives in Dublin with his wife, Jane (Kim Cattrall). Hoping to bring his profits and his career to new heights, Liam takes out a large bank loan with the prospect of building a new stadium. But, when his request for development is turned down by the city, his life stumbles into a downward spiral. More disturbing than his crippled assets is his mysterious double whom he keeps seeing around town.",10472
m/1032750-hidden_agenda,It's good for a watch but far from a perfect film.,Hidden Agenda,"""In Ireland, American lawyer Ingrid Jessner (Frances McDormand) and her activist partner, Paul Sullivan (Brad Dourif), struggle to uncover atrocities committed by the British government against the Northern Irish during the """"Troubles."""" But when Sullivan is assassinated in the streets",67400
m/10010155-forever_strong,"""Created under the vague guise of """"inspirational cinema",Forever Strong,A troubled rugby player (Sean Faris) leads his team against his father's (Neal McDonough) in the national championship.,30809
m/a_brighter_summer_day_1991,"Zhang Zhen is impressive as the youth caught up in violence and gang rivalry, his troubled adolescence a metaphor for the increasingly changing ideals and landscape of a society in flux.",A Brighter Summer Day,"A boy experiences first love, friendships and injustices growing up in 1960s Taiwan.",10098
m/a_night_in_old_mexico,"""Not a second of this feels real, but at least we see Duvall croon """"Mexicali Rose.""""""",A Night In Old Mexico,"After traveling to Mexico with his grandson (Jeremy Irvine), a rancher (Robert Duvall) finds stolen money from a drug deal.",11115
m/after_the_thin_man,A strong sequel with a most unusual villain.,After the Thin Man,"Recently returned home from vacation, private detective Nick Charles (William Powell) and his socialite wife, Nora (Myrna Loy), are back on the case when Nora's cousin, Selma (Elissa Landi), reports her husband Robert (Alan Marshal) missing. As the duo search for the disreputable Robert, Selma's friend David Graham (James Stewart), who secretly pines for her, aids the investigation. When the three begin to unravel Robert's secret life, the missing persons case turns into one of murder.",49075
m/24_exposures,"Throughout, Joe Swanberg connects Generation Y's fetish for past pop-cultural kitsch to its attending sexual insecurities.",24 Exposures,A fetish photographer and a homicide detective develop an unlikely friendship as they probe the murder of a model.,54919
m/10010155-forever_strong,,Forever Strong,A troubled rugby player (Sean Faris) leads his team against his father's (Neal McDonough) in the national championship.,30807
m/after_the_thin_man,,After the Thin Man,"Recently returned home from vacation, private detective Nick Charles (William Powell) and his socialite wife, Nora (Myrna Loy), are back on the case when Nora's cousin, Selma (Elissa Landi), reports her husband Robert (Alan Marshal) missing. As the duo search for the disreputable Robert, Selma's friend David Graham (James Stewart), who secretly pines for her, aids the investigation. When the three begin to unravel Robert's secret life, the missing persons case turns into one of murder.",49074
m/1020897-tarzan_the_ape_man,,"Tarzan, the Ape Man","Innocent Jane (Bo Derek) seeks her flamboyant British father (Richard Harris) in Africa and meets Tarzan (Miles O'Keeffe), who shows her around.",20061
m/1018009-running_scared,"Crystal and Hines don't have great chemistry, nor do they have a complementary repartee.",Running Scared,"Ray and Danny (Gregory Hines, Billy Crystal) are two Chicago police detectives hot on the trail of drug kingpin Julio Gonzales (Jimmy Smits). They manage to nab the drug lord, but the bust is messy, and the two are suspended. While vacationing in Key West, Fla., they decide to retire from the police force and open up a bar. But when they return to Chicago and find out that Gonzales has been released on bail, they vow not to quit the force until the dangerous dealer is behind bars for good.",9811
m/armstrong_2019,Armstrong is a worthy biography and a solid way to mark the anniversary [of the Moon walk].,Armstrong,Interviews and never-before-seen footage highlight the incredible life of astronaut Neil Armstrong -- from his near-death experiences as a fighter pilot and test pilot to his historic Apollo 11 mission to the moon.,33475
m/a_night_in_old_mexico,"Though A Night In Old Mexico won't be Duvall's last screen performance, it's as fitting a farewell as he's likely to get.",A Night In Old Mexico,"After traveling to Mexico with his grandson (Jeremy Irvine), a rancher (Robert Duvall) finds stolen money from a drug deal.",11116
m/1078022-buddy,Click to read the article.,Buddy,"Thanks to the indulgence of her patient husband, Dr. Bill Lintz (Robbie Coltrane), wealthy eccentric Trudy (Rene Russo) has already accumulated a large collection of wild animals by 1931 when she is introduced to Buddy, a sickly young gorilla. Trudy raises Buddy as her own child, dressing him in human clothes, and the ape responds with absolute obedience. But as Buddy grows older and larger, Trudy is unable to restrain him from turning increasingly violent.",22497
m/1045706-calendar_girl,"Either Calendar Girl is a blatant attempt to showcase Jason Priestley (of Beverly Hills 90210 fame), or it's an undertaking to make a big-screen copy of the popular 70s sitcom Happy Days.",Calendar Girl,"In 1962, lifelong friends Roy Darpinian (Jason Priestley), Ned Bleuer (Gabriel Olds) and Scott Foreman (Jerry O'Connell) have just graduated from their small Nevada town's high school. With time running out before Roy must report for Army training, he is determined to meet his ideal woman, Marilyn Monroe (Stephanie Anderson). After he steals a car from his loan-shark employers, Arturo (Kurt Fuller) and Antonio (Stephen Tobolowsky), the trio hits the road for Los Angeles.",11385
m/a_night_in_old_mexico,"It's hard not to wonder if Duvall got passed over for a role in Last Vegas and, not to be outdone by that snake Kevin Kline, decided to make the Western version instead.",A Night In Old Mexico,"After traveling to Mexico with his grandson (Jeremy Irvine), a rancher (Robert Duvall) finds stolen money from a drug deal.",11118
m/1013772-meteor,A chain reaction in space causes an asteroid field to send out a ton of space rock (and not the Pink Floyd kind) toward Earth.,Meteor,"In this disaster movie, Americans and Soviets must put aside their differences to save civilization from a huge meteor bearing down on the planet. Paul Bradley (Sean Connery) enlists the expertise of fellow scientist Alexei Dubov (Brian Keith), who is joined by his beautiful assistant, Tatiana Donskaya (Natalie Wood). Although Paul and Tatiana are attracted to each other, they wisely focus on taking out the meteor, which may still cause massive destruction even if it is partially damaged.",3656
m/11_minutes,"In an astonishing game of mirages-where time expands and contracts giddily-[Jerzy] Skolimowski manages the 81 minutes of the movie, which correspond to 11 fictional minutes, to feel like real time.",11 Minutes (11 Minut),The lives of urbanites intertwine in a world where anything can happen at any time.,19462
m/1037780-man_in_the_moon,,The Man in the Moon,"Maureen Trant (Emily Warfield) and her younger sibling Dani (Reese Witherspoon) share a strong connection, but local boy Court Foster (Jason London) threatens to throw their bond off balance. Dani and Court meet first and have a flirtatious rapport -- but when he meets Maureen, he falls hard and they begin a passionate affair. The new couple try to keep their love hidden from Dani, but she soon learns the truth, disavowing her sister. But a heartbreaking accident later reunites the girls.",55907
m/10007886-the_tigers_tail,"""John Boorman's self-indulgent """"moral fable"""" has promise ...",The Tiger's Tail,"Liam O'Leary (Brendan Gleeson) is a prosperous real estate tycoon who lives in Dublin with his wife, Jane (Kim Cattrall). Hoping to bring his profits and his career to new heights, Liam takes out a large bank loan with the prospect of building a new stadium. But, when his request for development is turned down by the city, his life stumbles into a downward spiral. More disturbing than his crippled assets is his mysterious double whom he keeps seeing around town.",10468
m/aparajito,,Aparajito,"The second part of Satyajit Ray's famous Apu trilogy, this Indian drama focuses on young Apu, who lives with his mother, Sarbajaya (Kanu Bandyopadhyay), and father, Harihar (Pinaki Sengupta), near the Ganges River. When Harihar dies suddenly, Apu and Sarbajaya move to a small village to be near relatives. Eventually, she reluctantly allows her son (now played by Smaran Ghosal) to attend school in Calcutta. As Apu acclimates to life in the city, Sarbajaya struggles with his absence.",649
m/10012207-stolen,"Hamm's and Lucas' performances are fine, but first-time director Anders Anderson is heavy-handed and overwrought, portraying emotional turmoil with clichs.",Stolen,"A detective (Jon Hamm) becomes obsessed with solving a child's 50-year-old murder, uncovering striking similarities between the case and his son's disappearance.",65073
m/amityville_the_awakening,The most horrendously dull film with the word Amityville in the title yet.,Amityville: The Awakening,"When some footage dating back to 1976 is discovered, the case of the haunted house in Amityville is reopened. An ambitious woman who is working as a television news intern seizes the opportunity to advance her career and is soon leading a team of journalists, clergymen, and paranormal researchers into the house, but she may have unwittingly opened a door to the unreal that she will never be able to close.",83110
m/1049883-alice,"Nothing in Svankmajer's Alice is inappropriate per se [...] and Svankmajer does stay true to the particulars of Carroll's book. But he also put his personal stamp on Alice, by literalizing on film a lot of what reads as fantasy on the page.",Alice (Neco z Alenky),"In Czech director Jan Svankmajer's surreal adaptation of Lewis Carroll's classic children's book, Alice (Kristyna Kohoutova) follows her stuffed rabbit through a portal inside her dresser to be whisked away to Wonderland. While the White Rabbit, Mad Hatter and Cheshire Cat are still present, the familiar magical world and bizarre characters have undergone an unsettling transformation in the director's vision through the stop-motion animation of dead animals, puppets and other assorted objects.",99009
m/1037780-man_in_the_moon,"""A touching, sweet-natured coming-of-age story set in a more innocent time, """"The Man in the Moon"""" boasts sensitive direction and superb performances",The Man in the Moon,"Maureen Trant (Emily Warfield) and her younger sibling Dani (Reese Witherspoon) share a strong connection, but local boy Court Foster (Jason London) threatens to throw their bond off balance. Dani and Court meet first and have a flirtatious rapport -- but when he meets Maureen, he falls hard and they begin a passionate affair. The new couple try to keep their love hidden from Dani, but she soon learns the truth, disavowing her sister. But a heartbreaking accident later reunites the girls.",55901
m/1037780-man_in_the_moon,"""""""a drama that lingers on in the memory""""""",The Man in the Moon,"Maureen Trant (Emily Warfield) and her younger sibling Dani (Reese Witherspoon) share a strong connection, but local boy Court Foster (Jason London) threatens to throw their bond off balance. Dani and Court meet first and have a flirtatious rapport -- but when he meets Maureen, he falls hard and they begin a passionate affair. The new couple try to keep their love hidden from Dani, but she soon learns the truth, disavowing her sister. But a heartbreaking accident later reunites the girls.",55905
